status;HolderAddress;Balance V1;Post LP drain movements;V2 Migration Qty;comment;;0x7b1ab81f951b9fb609de4c162e0dedecdd6cc54f; 13 846,00   ;#N/A
token not transferred;0x738be5089ba43d5d1070a9fad57c0a616c0dbde1; 43 594,41 ;; 43 594,41 ;;;;;
token not transferred;0x586cc7a27dffdcc912e3c117961ab5c9cfe14a49; 43 433,65 ;; 43 433,65 ;;;;;
token not transferred;0x92f1986b330841daf7898e8db92fcbee218ff467; 43 029,12 ;; 43 029,12 ;;;;;
token not transferred;0x4a36af6569ef04a2ab8b5f05722f436476f28bc9; 43 000,00 ;; 43 000,00 ;;;;;
token not transferred;0x765669242b89a46fddfbfcd45d93315eebc7edb4; 42 741,15 ;; 42 741,15 ;;;;;
token not transferred;0xf50048ef7060e9101ea685165ae144ca3236e95e; 42 637,56 ;; 42 637,56 ;;;;;
token not transferred;0x323b10e777244f1327db2abb0487e30deeef7be7; 42 504,75 ;; 42 504,75 ;;;;;
token not transferred;0xe841e09d7d339d3e2f36830a823b17778b7cf335; 42 111,96 ;; 42 111,96 ;;;;;
token not transferred;0x2193f70528393a5b35e23fa35a8fd52f0839d050; 41 943,58 ;; 41 943,58 ;;;;;
token not transferred;0xce6b989fc5c29765cf55f0adeed6372ed0c5c43d; 41 270,77 ;; 41 270,77 ;;;;;
token not transferred;0x1c57a050f0293ecbeeae5f7f388530a2078770cc; 41 225,71 ;; 41 225,71 ;;;;;
token not transferred;0x3a576f4e03499df0ff7187b84259130453695e8e; 41 204,05 ;; 41 204,05 ;;;;;
token not transferred;0xb4373c459dabb48b239ea41c6f603c9e59ae877c; 41 144,30 ;; 41 144,30 ;;;;;
token not transferred;0x6c1bfa1cec6ad576cd490b85f28cb73c6ecd9083; 40 475,89 ;; 40 475,89 ;;;;;
token not transferred;0x3b2294dc784c83ff98007724f03d2cce3b01eeb8; 40 420,00 ;; 40 420,00 ;;;;;
token not transferred;0x98953cb59ca081ec53d6dfeee423b495c84afc12; 40 101,94 ;; 40 101,94 ;;;;;
token not transferred;0x02d4ba822b0495efbbbe806c701390bcdf6c7536; 40 045,04 ;; 40 045,04 ;;;;;
token not transferred;0x17b93794b75e0348e95b948c43065f198a4e50bd; 39 391,13 ;; 39 391,13 ;;;;;
transfer to 249F;0xeaf11239dbcc221f9fc9536b7f3aceebf13c6e94; 38 706,48 ;; 38 706,48 ;;;;;
token not transferred;0x08a36600afc8e78ccd1fda7147ba5f8165feb13b; 37 948,91 ;; 37 948,91 ;;;;;
token not transferred;0x8bfc3d45769d81880b6a3c3aba059d624fbca895; 37 865,65 ;; 37 865,65 ;;;;;
token not transferred;0x744d72d76fc98d33106d3c5fd395671c4b42f090; 37 651,50 ;; 37 651,50 ;;;;;
token not transferred;0xc95987bcdd0ba1a05b407bb9bf5a5939e409aee7; 37 522,36 ;; 37 522,36 ;;;;;
token not transferred;0x1c00fce2fe30415e9bfe3197587ad8d3680adfc7; 37 445,07 ;; 37 445,07 ;;;;;
token not transferred;0x90a03697cb05b8c84e3e7b891223b0ae6677f339; 37 323,19 ;; 37 323,19 ;;;;;
transfer to 249F;0xf01716039961e60bb970130d49589454f138614c; 37 230,11 ;; 37 230,11 ;;;;;
token not transferred;0xf84c8b989f16fe11c11959952b4895a2a924b9ab; 36 801,98 ;; 36 801,98 ;;;;;
token not transferred;0x75d5c9ecdc9141a0993cc321918262dbceedda6d; 36 550,98 ;; 36 550,98 ;;;;;
token not transferred;0x2dba9c0a4bf6b08de0ed5fed2cd6e339b8752dce; 36 495,82 ;; 36 495,82 ;;;;;
token not transferred;0x3db0d6bd32dded1a1c99ac34c1a0c6aa726b7464; 36 488,37 ;; 36 488,37 ;;;;;
token not transferred;0xbe0e3e45cc8e7f6db3689415ea084466343f2197; 35 194,58 ;; 35 194,58 ;;;;;
token not transferred;0x6f653e454716b584595a71c615830e996907eb33; 35 093,57 ;; 35 093,57 ;;;;;
token not transferred;0x572d9c54dbaacd39e52cf5e7789f885db7e35ca0; 34 892,78 ;; 34 892,78 ;;;;;
token not transferred;0x4fbca5c5cc8661c76be163b816a72c6ebfedfa45; 34 672,62 ;; 34 672,62 ;;;;;
token not transferred;0x21b3e82b59e94b96f0d2524d4a47c368adc2d967; 34 652,84 ;; 34 652,84 ;;;;;
token not transferred;0xde47b247a9ac7993fc18fd3b2b2587fc235bfa24; 34 637,37 ;; 34 637,37 ;;;;;
token not transferred;0x1c2d58c9a6782a993a53381160a945e515a5269b; 34 451,18 ;; 34 451,18 ;;;;;
token not transferred;0x242b4568011bf97795398407565bbea89751fa16; 34 400,00 ;; 34 400,00 ;;;;;
token not transferred;0x27a31e6991577d9ad606cdb349382a24c3ed7ea2; 34 200,00 ;; 34 200,00 ;;;;;
token not transferred;0xf200f1fde2b4447f51e6519fc8e0ae952052eee5; 34 141,06 ;; 34 141,06 ;;;;;
token not transferred;0xaaaa714f6864e0f1d983baa3c1ba43556e209c21; 34 108,29 ;; 34 108,29 ;;;;;
token not transferred;0x5b82b3e83a3d68aca81c6d3719d0b0bf9d267c55; 33 729,76 ;; 33 729,76 ;;;;;
token not transferred;0x01b6df49d5c664d8bb833f06eb62de63d97420ee; 33 569,94 ;; 33 569,94 ;;;;;
token not transferred;0x474c9b7c5efc9ea9711c20967808833ed987ce61; 33 358,73 ;; 33 358,73 ;;;;;
token not transferred;0x398b5b5ae479e9eabc2d6907ae39918a3c607047; 33 151,50 ;; 33 151,50 ;;;;;
token not transferred;0x002b919ab641da77aa13c10ea116adfd28404dce; 33 070,33 ;; 33 070,33 ;;;;;
token not transferred;0x9bbd4269aacbe338610d161a31018f33c52be4d6; 33 050,66 ;; 33 050,66 ;;;;;
token not transferred;0xb2c0f7f3c35e0013285b94fd56baf815c1284a9e; 32 680,00 ;; 32 680,00 ;;;;;
token not transferred;0xfb9fa831b1707169207ac9625342e57afa72ab8c; 32 680,00 ;; 32 680,00 ;;;;;
token not transferred;0x9d22d5190cb51e0430bd112b475bd033e37ec29c; 32 604,00 ;; 32 604,00 ;;;;;
token not transferred;0x83957c3897dee817da1ba875e200cbe61a8f6a76; 32 366,10 ;; 32 366,10 ;;;;;
token not transferred;0xc176e4f1345379bef13bbab12d23bf240addbb1b; 32 154,85 ;; 32 154,85 ;;;;;
transfer to 249F;0xb2bac9b4f1438aa29412b9454cbb215518d3db5b; 32 041,35 ;; 32 041,35 ;;;;;
token not transferred;0x894041ccd4a969ff99130d5189707ae535c60fca; 31 950,08 ;; 31 950,08 ;;;;;
token not transferred;0x8adcb36b775d02e6d4752061b2e6f4a0cafff297; 31 878,48 ;; 31 878,48 ;;;;;
token not transferred;0x18b5395dbfa200de2853ff4fa9606b69cf183f32; 31 868,25 ;; 31 868,25 ;;;;;
token not transferred;0xef2812b7ba24ffa524ca968e8e4a89d229452691; 31 820,00 ;; 31 820,00 ;;;;;
token not transferred;0x313e162ab5a3f04e3ed7fecc8096c0844ab64a77; 31 785,60 ;; 31 785,60 ;;;;;
token not transferred;0x8a9423d91400c434a99b18f5c68248f735f11fc0; 31 732,68 ;; 31 732,68 ;;;;;
token not transferred;0x8004938e26299234018f1a5e58ae297996311bf2; 31 633,47 ;; 31 633,47 ;;;;;
token not transferred;0xf4724002997da7b1a7db42b10bb0a3095cf7529f; 31 589,44 ;; 31 589,44 ;;;;;
token not transferred;0x4a0fa772c784fda47936e6cfe0fdb07830b809ef; 31 398,00 ;; 31 398,00 ;;;;;
token not transferred;0x21c7dae490ab878947a23240314a7c7fafc394bc; 31 340,07 ;; 31 340,07 ;;;;;
token not transferred;0x07c402c0d78966f10f7db5e54a80ce698cbb4c7d; 31 229,02 ;; 31 229,02 ;;;;;
token not transferred;0xa6d2019d23592047103f603bfe1d59db3023ecd1; 30 898,17 ;; 30 898,17 ;;;;;
token not transferred;0x34f5a02687b809ad6f8b93994f0b17c34fe9d903; 30 748,31 ;; 30 748,31 ;;;;;
token not transferred;0x2f92f91b5af52870854dfb77fd134ad8063fcd0b; 30 164,15 ;; 30 164,15 ;;;;;
token not transferred;0x0d4b8c6fead27e9f269cc05029a312bb7ef7bd8d; 30 131,26 ;; 30 131,26 ;;;;;
token not transferred;0xbca4970d96fb7ba5ce7d444ad25a700341657730; 29 962,45 ;; 29 962,45 ;;;;;
token not transferred;0x287d010b01ff019b91df46168124a63fa432edaa; 29 776,76 ;; 29 776,76 ;;;;;
token not transferred;0x3bd2022b43108adca380cf17a154e2c1e3369146; 29 641,77 ;; 29 641,77 ;;;;;
token not transferred;0x4e5dcae68d075521d02079384708fa01a48ceb55; 29 605,99 ;; 29 605,99 ;;;;;
token not transferred;0x168e5854ac9500283b893d189f73d013979108e9; 29 508,32 ;; 29 508,32 ;;;;;
token not transferred;0x4e11c3d711033bb3076f05fd086ca617fc7b60cf; 29 402,19 ;; 29 402,19 ;;;;;
token not transferred;0x7e5d5c5f0972c2c025b75ae828d4805de456e453; 29 059,80 ;; 29 059,80 ;;;;;
token not transferred;0xe8882613a7ec96fc06fb2391ea5a8ae6ad447052; 28 292,92 ;; 28 292,92 ;;;;;
token not transferred;0x4930e90d838609c8c017b0e345db9205cdfbb60c; 28 259,61 ;; 28 259,61 ;;;;;
token not transferred;0x6f7ec5ea877b63156fa6b9454c80d16b583260fc; 27 956,12 ;; 27 956,12 ;;;;;
token not transferred;0xb96f4d2eec07989d1bf25b75ea5decb6673d9642; 27 880,36 ;; 27 880,36 ;;;;;
token not transferred;0x2e2102c5002fea349c9207e6d93f042e36bbae07; 27 752,99 ;; 27 752,99 ;;;;;
token not transferred;0xd4b11a2fc7a183d8f65173a58c4f134154ec7c9a; 27 750,23 ;; 27 750,23 ;;;;;
token not transferred;0xd6803df14a062958f8aacc9761922e1891e26927; 27 558,79 ;; 27 558,79 ;;;;;
token not transferred;0x9d5c2afb8ca9c6318b561f30943c46760f0916ba; 27 371,58 ;; 27 371,58 ;;;;;
token not transferred;0x2b8222f5f707975c29f88128768d00dc291a5757; 27 250,82 ;; 27 250,82 ;;;;;
token not transferred;0xc7c1de06b394f956a2cf9d1e34360772eedede87; 27 222,44 ;; 27 222,44 ;;;;;
token not transferred;0x5a12b595b2f169d3dbe24eafc6e4ee9e407c94e5; 27 194,15 ;; 27 194,15 ;;;;;
token not transferred;0xa085c689d5f59c2642f7b0a911b7609fccb8c6ef; 27 177,11 ;; 27 177,11 ;;;;;
token not transferred;0x863153cd3761ff8ec30fe3a80abccd1d25441ecc; 26 941,21 ;; 26 941,21 ;;;;;
token not transferred;0x6170d2acc801a53a2e27e684a423e02536558cc4; 26 476,91 ;; 26 476,91 ;;;;;
token not transferred;0xfe2b971a15181e5b1bfe2bc0d18d7ac4d1e791c7; 26 362,81 ;; 26 362,81 ;;;;;
token not transferred;0x3fc98f55fd1ced10ca348af17e97950f03543db4; 26 266,41 ;; 26 266,41 ;;;;;
token not transferred;0xe592e80326a12d14a3f76031dfb29f38d8e7ac23; 25 893,96 ;; 25 893,96 ;;;;;
token not transferred;0x06037aa51c5068113ca5a40f6725e0fb3ae8b009; 25 845,02 ;; 25 845,02 ;;;;;
token not transferred;0xbd44b80ac6e8c176d74f6e30e853fcd06ab52647; 25 558,50 ;; 25 558,50 ;;;;;
token not transferred;0x97adb90542193927c7fd5c29377175520424f759; 25 375,16 ;; 25 375,16 ;;;;;
token not transferred;0x6a0bdbff50427192ad45eefa23a2eeb1a7c3d662; 24 962,45 ;; 24 962,45 ;;;;;
token not transferred;0x024de59ff2bc7317d3b1d74f63aeee78acaefa74; 24 884,30 ;; 24 884,30 ;;;;;
token not transferred;0x713012a4d333fa535e006882238e6d2aa7999b88; 24 876,73 ;; 24 876,73 ;;;;;
token not transferred;0xdf9b23b9f0a027dfe1b28045950a9edbcbb30a7c; 24 800,92 ;; 24 800,92 ;;;;;
token not transferred;0x3f84b856084ca862b9cfcedd47149d3798e5fea7; 24 683,72 ;; 24 683,72 ;;;;;
token not transferred;0xe0278d49761356ef22b04ce09ac8214a6c2d150b; 24 666,52 ;; 24 666,52 ;;;;;
token not transferred;0x11f16fa8f19552176428aa1b89b0a784c9353691; 24 654,66 ;; 24 654,66 ;;;;;
token not transferred;0x68830da4c9d18ccef7197468b4534ef8e4e7aafd; 24 599,15 ;; 24 599,15 ;;;;;
token not transferred;0xddd7ef6b9264280f82d7f019824d3830a730da9a; 24 401,85 ;; 24 401,85 ;;;;;
token not transferred;0xdbbb3d268a579596217ba2770ea7704a7d795816; 23 988,15 ;; 23 988,15 ;;;;;
token not transferred;0xe500aebfc35883ec4b87b4f9f29653509d00c07f; 23 841,32 ;; 23 841,32 ;;;;;
token not transferred;0x13b5b3022e9603d60a22a195d0e5acec72069fd7; 23 521,31 ;; 23 521,31 ;;;;;
token not transferred;0x5ae9597cbbb9249bb5560af955cd287339aeb417; 23 515,84 ;; 23 515,84 ;;;;;
token not transferred;0x6064a5f9265a6e5be8ecfee12e915d0973ecac1d; 23 384,62 ;; 23 384,62 ;;;;;
token not transferred;0xc387c898e4fd322bfd0fd60a27f42ba485ae6c9b; 23 220,00 ;; 23 220,00 ;;;;;
token not transferred;0x4de23043dd3df194a6f65047481e778273ab2594; 23 091,34 ;; 23 091,34 ;;;;;
token not transferred;0xf87f576f74fd32b35f474af3206ca03e8371a704; 23 020,81 ;; 23 020,81 ;;;;;
token not transferred;0x50532bbe269e08edaeabafdb273eaef104c0f924; 23 011,90 ;; 23 011,90 ;;;;;
token not transferred;0xebd773bc26c4bacb95e2d724e201916cc39f0bed; 22 682,59 ;; 22 682,59 ;;;;;
token not transferred;0x806ca72279f5d3e5b4cf35e997020f194b9e8c0c; 22 576,65 ;; 22 576,65 ;;;;;
token not transferred;0xe84a1e4b298626359febbf95293793edfbe084be; 22 389,66 ;; 22 389,66 ;;;;;
token not transferred;0x569152543c3aefe76f2fedd0eb12992cd44640d6; 22 113,36 ;; 22 113,36 ;;;;;
token not transferred;0xa504042a8cc5a510673c65f82ddbe62b042ad1ae; 22 019,79 ;; 22 019,79 ;;;;;
token not transferred;0x89b8314a24269fa6bbbdc66b60c02fe119147ed5; 21 881,84 ;; 21 881,84 ;;;;;
token not transferred;0xd9ac5c92fe08bcb931000cdf2dec2b5187bf4101; 21 776,71 ;; 21 776,71 ;;;;;
token not transferred;0x808af747de82c52aef5bda8f71825bcd1ac3a776; 21 643,98 ;; 21 643,98 ;;;;;
token not transferred;0xcf41bf8a499dfff5fd25edee80bb5e51c27a4b90; 21 610,93 ;; 21 610,93 ;;;;;
token not transferred;0xe9c63347f938b27e8470d6126b753919e15b6f70; 21 517,96 ;; 21 517,96 ;;;;;
token not transferred;0x60c67cc8a8088e591374806d4fbc879238f226a9; 21 500,68 ;; 21 500,68 ;;;;;
token not transferred;0xe4891083d385673b65ebaa423478aad9721c8e29; 21 500,00 ;; 21 500,00 ;;;;;
token not transferred;0x20675bdc52998670da0f3343ac9a045a12ead355; 21 500,00 ;; 21 500,00 ;;;;;
token not transferred;0x43e2480844e5e7c7733130bc10f1f18c345713dd; 21 500,00 ;; 21 500,00 ;;;;;
token not transferred;0x25b233547eb55b2e3c2a94dd984187d486530b7e; 21 446,16 ;; 21 446,16 ;;;;;
token not transferred;0x4b249603376362196253aaee1893fe95e70be5de; 21 236,41 ;; 21 236,41 ;;;;;
token not transferred;0x1665414a353ba12694504827966d57afb3e8201a; 21 117,83 ;; 21 117,83 ;;;;;
token not transferred;0x5ec2e5aa1d208e7ddc6d44e2ea7ac3e3aeac29df; 21 095,14 ;; 21 095,14 ;;;;;
token not transferred;0x98ae0b481d0c17fdc6dfcda47c6fb54337bc6d34; 20 815,00 ;; 20 815,00 ;;;;;
token not transferred;0x122564ba6c40cbc9ddcbb2b2d030741e0feaccae; 20 765,26 ;; 20 765,26 ;;;;;
token not transferred;0x6a347a062f0d3043951657ab881c84cf34741030; 20 759,54 ;; 20 759,54 ;;;;;
transfer to 249F;0x1dd8fe8f930339ba5502ab9846aaab9fc73d1dc3; 20 717,75 ;; 20 717,75 ;;;;;
token not transferred;0x5804cda3f09c453b0215290c09843691b0cce5ba; 20 640,00 ;; 20 640,00 ;;;;;
token not transferred;0x2d5ae74ccf03f73fb419353c46acc432dfe34c2b; 20 636,45 ;; 20 636,45 ;;;;;
token not transferred;0x65dda32abc30329ac68ff5ddfab78b9e94c81628; 20 465,60 ;; 20 465,60 ;;;;;
token not transferred;0x38eb9572fd2ba7fef54065e396a3dbe5e44dbcc5; 20 383,96 ;; 20 383,96 ;;;;;
transfer to 249F;0xa93e4464d727fea2f9d8a4bf50bf5b0013b469a5; 20 329,22 ;; 20 329,22 ;;;;;
token not transferred;0x5e7bb2720095d06ffacb4e745f0dfaf453e18874; 20 306,75 ;; 20 306,75 ;;;;;
token not transferred;0xf49ccfc413f16ac760eff5ec35fb74a05b069892; 20 231,65 ;; 20 231,65 ;;;;;
token not transferred;0xee8498ade08269fe823b8343d2e9b95ce0c2872e; 19 960,53 ;; 19 960,53 ;;;;;
token not transferred;0xb3d6bf98ab8f068c3b5b77b166bf13ccc1132d9a; 19 780,00 ;; 19 780,00 ;;;;;
token not transferred;0x88bd2151bc2de24a0d7aa80a211f32a9dfe7fc9d; 19 780,00 ;; 19 780,00 ;;;;;
token not transferred;0xa0917abae2e042e4a9983b179da5e8cc588aa681; 19 745,20 ;; 19 745,20 ;;;;;
token not transferred;0xf5cefa464b054285838ec970b153f56007e6f54e; 19 706,90 ;; 19 706,90 ;;;;;
token not transferred;0x87522880d654f47b3e407bc43972e2b1859bbfc5; 19 663,57 ;; 19 663,57 ;;;;;
token not transferred;0xaf5c22838602dccbb03e02a58a7122b91ae77e81; 19 607,90 ;; 19 607,90 ;;;;;
token not transferred;0xfb096c68f9ac6420eca80a3b121f95b2c8a5aff7; 19 434,91 ;; 19 434,91 ;;;;;
token not transferred;0x6bc3a4492b1ec10566853da6b4d1754cec37665d; 19 326,80 ;; 19 326,80 ;;;;;
token not transferred;0x2bc37361976d60d35e48b4b5d4d3fa14fe6b944f; 19 176,71 ;; 19 176,71 ;;;;;
token not transferred;0xd866bd40bfb5cf3fdf55acdf36d4ac392d29a264; 19 010,72 ;; 19 010,72 ;;;;;
token not transferred;0xdabc633a92dce8742a4276b0d10a143918e92c26; 18 923,10 ;; 18 923,10 ;;;;;
transfer to 249F;0x74bcd11af9bb7b582e96f0ebca6bbaddff762b50; 18 795,97 ;; 18 795,97 ;;;;;
token not transferred;0xad74b85c51fe721e57fc40f06c3cbebcc44a0f35; 18 789,31 ;; 18 789,31 ;;;;;
token not transferred;0xfbc501d427eaab8e487b92234ea1a8238cca13be; 18 656,54 ;; 18 656,54 ;;;;;
token not transferred;0x5c240ca8afd9f694797de3ebaf20dee247b80198; 18 574,28 ;; 18 574,28 ;;;;;
token not transferred;0x13c1bd54434e8f86dd994c395f3d64323cffd088; 18 571,15 ;; 18 571,15 ;;;;;
token not transferred;0xa4c8b838c556cd3ba266571e7690db46dcff0513; 18 532,57 ;; 18 532,57 ;;;;;
token not transferred;0x5eeff863acaab2b8cf604968cab6b62330ff0d06; 18 472,76 ;; 18 472,76 ;;;;;
token not transferred;0xbdefe0df89e4fdf6d1bf8ce7ed4c47b0730a13f5; 18 457,92 ;; 18 457,92 ;;;;;
token not transferred;0x6baa2fd4b4d0dee30f0fdaeaf160bafe5f715dab; 18 185,56 ;; 18 185,56 ;;;;;
token not transferred;0x2864738984b3caa176132e6983fe1291dcd355d0; 18 060,00 ;; 18 060,00 ;;;;;
transfer to 249F;0x9141e96490f98f466c757d42b00b292d20c36d97; 18 019,82 ;; 18 019,82 ;;;;;
token not transferred;0xa264f64da0c87dcbc6ceab238ee3c594859a2088; 17 829,96 ;; 17 829,96 ;;;;;
token not transferred;0xc92079adba5b9b78a1b32a17a4c2f443f04e3f7e; 17 779,64 ;; 17 779,64 ;;;;;
token not transferred;0x3421b88a72013d705d3c00bae434a6a01e04a8b7; 17 586,37 ;; 17 586,37 ;;;;;
token not transferred;0xd0ac8253dac4452116a45d0747c48ac0d18249d1; 17 401,95 ;; 17 401,95 ;;;;;
token not transferred;0x7e4cccacbcb7792b36497919a5b097f4b5cb2638; 17 364,00 ;; 17 364,00 ;;;;;
token not transferred;0xdbdfe26d4cdd3d96408fe36b63a9c04da6d9c6be; 17 352,22 ;; 17 352,22 ;;;;;
token not transferred;0x2a96db32a6820295fe188ba1e435c4ddf9706b75; 17 341,62 ;; 17 341,62 ;;;;;
token not transferred;0x1186e1073ce96c6eca63f7e6c7ac3e5ea7fe2018; 17 200,01 ;; 17 200,01 ;;;;;
token not transferred;0xa6e9696a1875bf43afb68bf0c30a043b0e6a11af; 17 200,00 ;; 17 200,00 ;;;;;
token not transferred;0x7c2bcdda84a60a19248942fcb12dc6822ed4794a; 17 200,00 ;; 17 200,00 ;;;;;
token not transferred;0x525decf5c793b47de886926fff743362741ac087; 17 200,00 ;; 17 200,00 ;;;;;
token not transferred;0x884719d12bf03eac1c4006b989ff03831f96a808; 17 200,00 ;; 17 200,00 ;;;;;
token not transferred;0xd71005be4ae9857311de98b662b0571945d99743; 17 114,00 ;; 17 114,00 ;;;;;
token not transferred;0x75876f0bc32c530169d10e65f3795545ca62de60; 16 915,62 ;; 16 915,62 ;;;;;
token not transferred;0x1c9b970cd3d2daf58fe7529e2cf260dfbf914a77; 16 876,64 ;; 16 876,64 ;;;;;
token not transferred;0x71fe8b3a2f6bf9f1f072f5abc63d0314e53db76f; 16 833,96 ;; 16 833,96 ;;;;;
token not transferred;0x8273e7aef05e53234e23935bfd957c52d45f8057; 16 820,41 ;; 16 820,41 ;;;;;
token not transferred;0x3a68788b25dc0d26a1ea226e93f883cf3f6e75f7; 16 771,08 ;; 16 771,08 ;;;;;
token not transferred;0x12e3c82928a1c81f8bb082ca3a200303fecd8840; 16 650,46 ;; 16 650,46 ;;;;;
token not transferred;0xbc5766bd62b5a7a8f2ae8e092e3e01b3ebbc629e; 16 590,26 ;; 16 590,26 ;;;;;
token not transferred;0xa5b44cde7943253feaa57b6c03254172e270226a; 16 550,42 ;; 16 550,42 ;;;;;
token not transferred;0xa4d960ee6d6b550ccaac1c4537bac468a2266ed9; 16 340,00 ;; 16 340,00 ;;;;;
token not transferred;0xe46c0146f843c97928174916def05edb0fdc3c8b; 16 340,00 ;; 16 340,00 ;;;;;
transfer to 249F;0x13ea8ff9420154f16497b9ca40cf1179d5ef5b0c; 16 340,00 ;; 16 340,00 ;;;;;
token not transferred;0x7b85047aac59d5ae4d36b13508aabadcef43ec17; 16 273,56 ;; 16 273,56 ;;;;;
token not transferred;0x79324e4eb182fceb6c99cf3d8415884aee89dede; 16 204,23 ;; 16 204,23 ;;;;;
token not transferred;0x85c016ed5126bf65172146c8a9e30a29427e788e; 16 168,32 ;; 16 168,32 ;;;;;
token not transferred;0x0018303406c8c89c29087400ee96528a1ae056c0; 15 955,30 ;; 15 955,30 ;;;;;
token not transferred;0xfe8442cfc974626dcefe7144b542d67664046a78; 15 891,44 ;; 15 891,44 ;;;;;
token not transferred;0x2e972e1dcaa5c6bfe0d22d0d3f8e86eefa2c35f1; 15 869,14 ;; 15 869,14 ;;;;;
token not transferred;0xf930b5458bdf8389dda14f41f9b3a746e14d4bec; 15 497,03 ;; 15 497,03 ;;;;;
token not transferred;0x467ac9c6530507e0ee206bf0bda48baea7c2dd0c; 15 148,44 ;; 15 148,44 ;;;;;
token not transferred;0x32d27b00e078fa4b6874bfa13bb140b9df5baf0a; 15 135,14 ;; 15 135,14 ;;;;;
token not transferred;0x30ee9210725115cff4d5d85f93c3e303bffa997b; 15 045,15 ;; 15 045,15 ;;;;;
token not transferred;0xbd5ae1f8a562b976aedafeaa5f915f964d954572; 15 008,74 ;; 15 008,74 ;;;;;
token not transferred;0x38a673dd7004e21801a6d6dfaa5c4263bdca9e59; 14 953,10 ;; 14 953,10 ;;;;;
token not transferred;0x9b42c02f44fd44ee778d641153bce9a5e85ceb1d; 14 824,62 ;; 14 824,62 ;;;;;
token not transferred;0xd0604ca0a80d4a7e2a8945b91c4d37275b060dd0; 14 569,26 ;; 14 569,26 ;;;;;
token not transferred;0x680877b3ee46f1dc671b2199befb370812342f08; 14 490,14 ;; 14 490,14 ;;;;;
token not transferred;0x7f76d8c8e33c48794cb9aed1a06f70af4982a344; 14 487,98 ;; 14 487,98 ;;;;;
transfer to 249F;0xd80bc4a097a9d4ec7d7da6994562e63a20a79545; 14 366,75 ; 369 583,22 ; 383 949,97 ;;;;;
token not transferred;0xb2a9c74ec599fa5261e9a5077c4d9b07a25bd919; 14 344,66 ;; 14 344,66 ;;;;;
token not transferred;0x458d6a99bd338b27aeff6a0af8fb3631c98fa32b; 14 086,95 ;; 14 086,95 ;;;;;
token not transferred;0x7508498ebc17acb9dfd7713857ebad6791e32e8d; 14 019,62 ;; 14 019,62 ;;;;;
token not transferred;0x8fb712ccd8871ba0aa730c96458e06d14cc967eb; 13 789,69 ;; 13 789,69 ;;;;;
token not transferred;0x8d603513418d7ebdd721093618f97e5e9a14e168; 13 606,06 ;; 13 606,06 ;;;;;
token not transferred;0xdd863eb1028cf730c1741cd5a11041538093578b; 13 562,54 ;; 13 562,54 ;;;;;
token not transferred;0x62159fda12edb2f655bb0e8acbacba71605cca6e; 13 539,80 ;; 13 539,80 ;;;;;
token not transferred;0x295d9a1f86eef0c648551945a60b00006dcff9ea; 13 496,97 ;; 13 496,97 ;;;;;
token not transferred;0x8e293f36086ad2d57d54f6581af45dd7c9e8a8c0; 13 472,90 ;; 13 472,90 ;;;;;
token not transferred;0x07081e53e79e6a380ec792b9fe7c8232848ee412; 13 293,88 ;; 13 293,88 ;;;;;
token not transferred;0xcaf84c938995dbeecd946c4cdf528d5be8bd57bc; 13 162,77 ;; 13 162,77 ;;;;;
token not transferred;0xad938b2a8f04e9144f4e83900f5c4d6a824b56e9; 13 000,00 ;; 13 000,00 ;;;;;
token not transferred;0xaaa25d50c2910c4574477c1b86f4d61432d3c836; 12 971,97 ;; 12 971,97 ;;;;;
token not transferred;0x5c3a43fcfb9d9e80f11f667067040c5b35f1479e; 12 900,00 ;; 12 900,00 ;;;;;
token not transferred;0x5e2c6cad8eafea20c378ada993e4cc00e2803cde; 12 794,22 ;; 12 794,22 ;;;;;
token not transferred;0xe03a3c0529ca9a09bb9fdcf553310757e8a2fc3f; 12 614,48 ;; 12 614,48 ;;;;;
token not transferred;0x90a419d7fafd6645bbaa972ae69693a70f2e0497; 12 519,51 ;; 12 519,51 ;;;;;
token not transferred;0x356190d6076dc19b1b0e42b135c90a3ede5b6108; 12 499,24 ;; 12 499,24 ;;;;;
token not transferred;0x01eafbc2230a4d4d461519ada90f8fd760fe302e; 12 367,72 ;; 12 367,72 ;;;;;
token not transferred;0x321e6d278817dc84f1f4778d3010302253f56ee3; 12 333,95 ;; 12 333,95 ;;;;;
token not transferred;0xd776a97e3c30194e0f7978f96dfd6cbd4e9b0c53; 12 257,49 ;; 12 257,49 ;;;;;
token not transferred;0x4c4a3ff852459ae1139faa53f0aa3f8d294354a6; 12 246,81 ;; 12 246,81 ;;;;;
token not transferred;0x0897b7b352daa268e7d87b344a97d6cd06e0bf87; 12 206,21 ;; 12 206,21 ;;;;;
token not transferred;0x07217abaf71cf29b24ebda3c469df8481fe368bc; 12 115,22 ;; 12 115,22 ;;;;;
token not transferred;0xc11e8b05951018f578268cbfbb6a5ebf80a2092e; 11 970,15 ;; 11 970,15 ;;;;;
transfer to 249F;0x702b285fb8bae13d96f006197a50788d51660bde; 11 923,47 ;; 11 923,47 ;;;;;
token not transferred;0x0db586ffb6f16448667c3c2845c625269bbaa58e; 11 846,93 ;; 11 846,93 ;;;;;
token not transferred;0x38ab0fde4f152bdbc9e8ac44f0e9f56f092fbe79; 11 803,17 ;; 11 803,17 ;;;;;
